row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
34,Al Kabeer Stuffed felafal 750g,CVSF,STUFFED FELAFEL,real_flyer_catalogue_forced,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (93.3, margin +28.4); no attribute conflict; pack compatible.",deterministic,VERIFIED_CORRECT,"CVSF 'STUFFED FELAFEL' is rank 1/237 on name (93.3) and rule (51.3), spec 750 g. x 8 matches the declared 750g (pack=compatible, all flags 1). The runner-up CVF/CVFA are plain FELAFEL (not stuffed) and both pack=INCOMPATIBLE at 360 g / 1 kg.",0,237,,,False,False,False,False
35,Al Kabeer Chicken Popcorn Catering 1 kg,CCFA,CHICKEN FRIES BULK,real_flyer_catalogue_forced,INCORRECT,CKMBAB,CHICKEN MEAT BALLS CATERING PACK 1 kg x 5 pkts,"CKMBAB (CHICKEN MEAT BALLS CATERING PACK 1 kg x 5 pkts) is superior: covers strictly more of the offer's own wording (['catering', 'chicken'] vs ['chicken']). Offer words covered by replacement=['catering', 'chicken'] vs assigned=['chicken']; over-specific words replacement=2 vs assigned=2; name similarity 64.2 vs 55.1 (+9.2); protein=1 family=1 pack=compatible; spec '1 Kgs x 5 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Chicken Popcorn Catering 1 kg' demands a 1 kg catering pack, but both pop-corn SKUs are retail (CKPC 400 g name=82 pack=INCOMPATIBLE, CKPCDA 750 g name=72 pack=INCOMPATIBLE) and neither clears the >=85 flip threshold. Assigned CCFA 'CHICKEN FRIES BULK' 1 kg x 5 Pkts is the only pack-compatible catering item in the POP-CORN & CHICKEN FRIES family, so it is the most plausible but identity-wise still FRIES rather than POP-CORN.",1,237,,,False,False,False,False
36,Al Kabeer Popcom Chicken 400Gm,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 80.0 vs 66.4 (+13.6); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'Popcom Chicken 400Gm' is OCR for Popcorn Chicken 400 g; CKPC 'CHICKEN POP-CORN' 400 Gms x 12 Pkts matches identity and declared weight exactly (name=80 rank 1, pack=compatible), whereas assigned CCF CHICKEN FRIES (name=66, pack=unknown) is the explicitly-different POP-CORN vs FRIES product.",1,237,,,False,False,False,False
37,Al Kabeer Paneer Cubes 500Gm,VPAN500,PANEER CUBES 500,real_flyer_catalogue_forced,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['500gm']; name rank 2/237 (95.2).",deterministic,VERIFIED_CORRECT,"Declared 500Gm matches VPAN500 'PANEER CUBES 500' (500 gm x 10 Pkts, pack=compatible, name=95.2, rule rank 1/237). VPAN's higher name=100 is defeated on the stated size, since its 200 gm spec is pack=INCOMPATIBLE.",0,237,,,False,False,False,False
38,Al kabeer chicken pop corn 400gm,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 81.2 vs 69.4 (+11.8); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'chicken pop corn 400gm' matches CKPC 'CHICKEN POP-CORN' 400 Gms x 12 Pkts on product name and declared weight (name=81 rank 1, pack=compatible, prot/var 1); assigned CCF is CHICKEN FRIES with name=69 and pack=unknown, a distinct product line under the same Item-Cat-4 umbrella.",1,237,,,False,False,False,False
39,Al Kabeer Samosas 12's (240 gm),CCSRA,8 CHEESE SPRING ROLLS,real_flyer_catalogue_forced,INCORRECT,CCSAK,12 CHEESE SAMOSAS,CCSAK (12 CHEESE SAMOSAS) is superior: covers strictly more of the offer's own wording (['samosa'] vs []). Offer words covered by replacement=['samosa'] vs assigned=[]; over-specific words replacement=1 vs assigned=3; name similarity 81.4 vs 33.3 (+48.1); protein=1 family=1 pack=compatible; spec '240 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.,deterministic,INCORRECT,"Assigned CCSRA is '8 CHEESE SPRING ROLLS' but the offer is 'Samosas 12's (240 gm)' - SAMOSA is not SPRING ROLL, and the assigned SKU ranks 52/237 on name (33.3). CCSAK '12 CHEESE SAMOSAS' 240 Gms x 20 Pkts is the top name contender (81) with the exact 12-piece count and 240 g weight, pack=compatible, cat_ok=1; the filling is unstated in the offer so CCSAK is chosen as the highest-scoring 12's/240 g samosa over CMSA/CKSA/CVSA.",9,237,family_contradiction,,False,False,False,False
40,Al Kabeer Paneer Cubes 500 gm bag,VPAN500,PANEER CUBES 500,real_flyer_catalogue_forced,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['bag']; name rank 2/237 (85.5).",deterministic,VERIFIED_CORRECT,"Offer states 'Paneer Cubes 500 gm' and VPAN500 is PANEER CUBES 500 with spec 500 gm x 10 Pkts (pack=compatible, prot/fam/var=1, cat_ok=1). The higher-name contender VPAN (95) is the same product in a 200 gm pack and is pack=INCOMPATIBLE with the explicitly stated 500 gm, so the size token decides in favour of the assigned SKU.",0,237,,,False,False,False,False
41,Al Kabeer STUFFED FELAFEL 750 gm,CVSF,STUFFED FELAFEL,real_flyer_catalogue_forced,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['falafel', 'stuffed']) and introduces none the offer does not state; protein/family/variant compatible, pack compatible; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Exact identity and size agreement: offer 'STUFFED FELAFEL 750 gm' vs CVSF STUFFED FELAFEL, spec 750 g. x 8, name=100.0 and rank 1/237 on both name and rule, pack=compatible, cat_ok=1. Plain FELAFEL variants (CVF 360g, CVFA/CVFAG 1kg bulk) are a different item and all pack=INCOMPATIBLE.",0,237,,,False,False,False,False
42,Al Kabeer Breaded Shrimp 250 gm,CSB,BREADED SHRIMPS 250,real_flyer_catalogue_forced,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['breaded', 'shrimp']) and introduces none the offer does not state; protein/family/variant compatible, pack compatible; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"Product identity and size match exactly (offer 'Breaded Shrimp 250 gm' vs CSB BREADED SHRIMPS 250, 250 Gms x 20 Pkts, name=90 rank 1/237, pack=compatible, cat_ok=1) and no candidate beats it — CSBA is the 1 kg bulk variant and the rest are fish or chicken. The prot=0 flag is not discriminating here because all 12 contenders (including the shrimp SKUs themselves) score prot=0, indicating an offer-side protein-extraction artifact for the singular token 'Shrimp' rather than a genuine protein conflict; confidence is lowered accordingly.",0,237,,,False,False,False,False
43,Al Kabeer Chicken And Cheese Rings 300g,CFS,FISH FINGERS 300,real_flyer_catalogue_forced,INCORRECT,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,"CKCCR (CHICKEN ‘N’ CHEESE RINGS 300) is superior: clears a hard rule veto on the assigned SKU while covering every offer word it covered (3/4 tokens). Offer words covered by replacement=['cheese', 'chicken', 'ring'] vs assigned=[]; over-specific words replacement=0 vs assigned=2; name similarity 87.8 vs 36.7 (+51.1); protein=1 family=1 pack=compatible; spec '300 gms x 12 pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Assigned CFS is FISH FINGERS (Seafood, STICKS & FINGERS) against a chicken-and-cheese-rings offer: prot=0, cat_ok=0 (unreachable by the deployed candidate generator), name only 36.7 at rank 159/237. CKCCR is literally CHICKEN 'N' CHEESE RINGS 300 with spec 300 gms x 12 pkts matching the offer's 300g, name=88, prot=1, fam=1, pack=compatible, cat_ok=1.",147,237,protein_contradiction,category_gate_unreachable,True,False,True,True
44,Al Kabeer Popcorn Chicken 2x400 gm,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 81.9 vs 67.6 (+14.4); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer is 'Popcorn Chicken 2x400 gm'; assigned CCF is CHICKEN FRIES, a different product that only shares the Item-Cat-4 family label 'POP-CORN & CHICKEN FRIES' (POP-CORN is not FRIES). CKPC is CHICKEN POP-CORN with spec 400 Gms x 12 Pkts matching the stated 400 gm unit, name=82 vs 68 for the assigned SKU, prot=1, pack=compatible, cat_ok=1 (its fam=0 is the documented 'pop corn' vs 'popcorn' phrase-list artifact).",2,237,,,False,False,False,False
45,AL KABEER CHICKEN POPCORN 2X400GM,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 92.9 vs 68.7 (+24.1); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'CHICKEN POPCORN 2X400GM' names popcorn explicitly, yet the assigned CCF is CHICKEN FRIES. CKPC (CHICKEN POP-CORN, 400 Gms x 12 Pkts) scores name=93 versus 69 for CCF, with prot=1, pack=compatible and cat_ok=1, and its 400 gm unit size matches the offer. fam=0 on CKPC is the known POP-CORN normalisation artifact, not a real family conflict.",2,237,,,False,False,False,False
46,Al Kabeer Chicken Popcorn 2x400g,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 92.9 vs 68.7 (+24.1); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Identical case to the other popcorn offers: 'Chicken Popcorn 2x400g' vs assigned CHICKEN FRIES (CCF). CKPC CHICKEN POP-CORN, 400 Gms x 12 Pkts, name=93 vs CCF's 69, prot=1, pack=compatible, cat_ok=1 — same product name and same 400 gm unit as the offer.",2,237,,,False,False,False,False
47,Al Kabeer Chicken Kibbeh 2X400 gm,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKK,CHICKEN KIBBEH 400,"CKK (CHICKEN KIBBEH 400) is superior: covers strictly more of the offer's own wording (['chicken', 'kibbeh'] vs ['chicken']). Offer words covered by replacement=['chicken', 'kibbeh'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 90.8 vs 72.4 (+18.4); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer is 'Chicken Kibbeh 2X400 gm' but the assigned SKU is CHICKEN FRIES (CCF, name 72, fam=0, pack=unknown). CKK is CHICKEN KIBBEH 400 with spec 400 Gms x 12 Pkts, name=91 (rank 1) and rule=68, prot=1, fam=1, var=1, pack=compatible, cat_ok=1 — exact product identity and exact unit size.",1,237,family_contradiction,,False,False,False,False
48,Al Kabeer Chicken Pop-Corn  2x400gm,CCF,CHICKEN FRIES,real_flyer_catalogue_forced,INCORRECT,CKPC,CHICKEN POP-CORN,"CKPC (CHICKEN POP-CORN) is superior: covers strictly more of the offer's own wording (['chicken', 'popcorn'] vs ['chicken']). Offer words covered by replacement=['chicken', 'popcorn'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=1; name similarity 78.3 vs 68.1 (+10.2); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer spells 'Chicken Pop-Corn 2x400gm', matching CKPC CHICKEN POP-CORN (400 Gms x 12 Pkts, name=78, prot=1, fam=1, pack=compatible, cat_ok=1) rather than the assigned CCF CHICKEN FRIES (name=68, pack=unknown). Product identity is decisive: pop-corn is a distinct SKU from fries even though they share the Item-Cat-4 family string.",2,237,,,False,False,False,False
49,Al Kabeer Frozen Chicken Franks 340 gm,VFDC,Chicken Frank 340 G  x 24,real_flyer_catalogue_forced,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['frozen']; name rank 2/237 (67.0).",deterministic,VERIFIED_CORRECT,"Offer 'Frozen Chicken Franks 340 gm' maps exactly to VFDC 'Chicken Frank 340 G x 24' (SAUSAGES family, 340 gm x 24 Pkts, pack=compatible, prot=1, cat_ok=1, rule rank 1/237). The marginally higher-name contender CCF (CHICKEN FRIES, 70) is a different product — 'franks' are sausages, not fries — and CFB BEEF FRANKS is prot=0 with cat_ok=0.",0,237,,,False,False,False,False
50,Alkabeer Stuffed Felafel 750 gm,CVSF,STUFFED FELAFEL,real_flyer_catalogue_forced,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['falafel', 'stuffed']) and introduces none the offer does not state; protein/family/variant compatible, pack compatible; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"'Stuffed Felafel 750 gm' matches CVSF STUFFED FELAFEL, spec 750 g. x 8, with name=100.0 and rank 1/237 on both name and rule, pack=compatible, prot/fam/var=1, cat_ok=1. Plain/bulk FELAFEL codes (CVF, CVFA, CVFAG) are a different item and all pack=INCOMPATIBLE with 750 g.",0,237,,,False,False,False,False
51,Al Kabeer Chicken Samosas 240gm,CCSRA,8 CHEESE SPRING ROLLS,real_flyer_catalogue_forced,INCORRECT,CKSA,12 CHICKEN SAMOSAS,"CKSA (12 CHICKEN SAMOSAS) is superior: covers strictly more of the offer's own wording (['chicken', 'samosa'] vs []). Offer words covered by replacement=['chicken', 'samosa'] vs assigned=[]; over-specific words replacement=0 vs assigned=3; name similarity 97.0 vs 39.8 (+57.2); protein=1 family=1 pack=compatible; spec '240 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Assigned CCSRA is 8 CHEESE SPRING ROLLS against a 'Chicken Samosas 240gm' offer — wrong product family (SAMOSA is not SPRING ROLL), wrong filling (cheese vs chicken), name only 39.8 at rank 136/237 and cat_ok=0. CKSA is 12 CHICKEN SAMOSAS with spec 240 Gms x 20 Pkts exactly matching the stated 240 gm, name=97, rule=70 (both rank 1), prot=1, fam=1, pack=compatible.",15,237,family_contradiction,category_gate_unreachable,False,False,True,False
52,Al kabeer SHRIMP BREADED 250 gm,CSB,BREADED SHRIMPS 250,real_flyer_catalogue_forced,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['breaded', 'shrimp']) and introduces none the offer does not state; protein/family/variant compatible, pack compatible; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"'SHRIMP BREADED 250 gm' matches CSB BREADED SHRIMPS 250 (250 Gms x 20 Pkts) exactly on product and size, name=79 rank 1/237, pack=compatible, cat_ok=1, and every alternative is either the 1 kg bulk shrimp pack or a fish/chicken breaded item. As in the sibling shrimp row, prot=0 is set on all 12 contenders including the shrimp SKUs themselves, so it reflects an offer-side protein-parsing artifact rather than a real conflict, but it lowers confidence.",0,237,,,False,False,False,False
53,Al Kabeer Zing Fish Fillets 750 gm,CZSB,Zing Shrimps,real_flyer_catalogue_forced,INCORRECT,CFZFB,ZING FISH FILLETS MILD SPICY,"CFZFB (ZING FISH FILLETS MILD SPICY) is superior: clears a hard rule veto on the assigned SKU while covering every offer word it covered (3/3 tokens). Offer words covered by replacement=['fillet', 'fish', 'zing'] vs assigned=['zing']; over-specific words replacement=2 vs assigned=1; name similarity 91.9 vs 60.1 (+31.7); protein=1 family=1 pack=compatible; spec '750 g. x 8'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer is 'Zing Fish Fillets 750 gm' but the assigned CZSB is Zing Shrimps (PRAWNS-SHRIMPS) with prot=0, fam=0 and name only 60.1 at rank 17/237 — a genuine protein conflict (fish vs shrimp). CFZFB is ZING FISH FILLETS MILD SPICY, Seafood-ZING, spec 750 g. x 8, name=92 and rule=68 (both top), prot=1, fam=1, pack=compatible, cat_ok=1: same sub-brand, same protein, same declared weight.",8,237,protein_contradiction|family_contradiction,,True,False,False,False
